,state,district,latitude,longitude,population,male,female,literate,literate males,literate females,Scheduled Caste,Scheduled Castes - Males,Scheduled Castes - Females,Scheduled Tribes,Scheduled Tribes - Males,Scheduled Tribes - Females,Workers,Male workers,Female workers,Main workers,Marginal workers,Non-workers,Cultivator workers,Agricultural workers,Household workers,Other workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Other religions,Religion not stated,Households with LPG or PNG,Households with electric lightning,Households with internet,Households with computer,Rural households,Urban households,households,Below primary education,Higher graduation,Graduate education,Individuals in age group 0-29 years,Individuals in age group 30-49 years,Individuals in age group above 50 years,Households with bicycle,Households with car/jeep/van,Households with radio transistor,Households with scooter motorcycle moped,Households with landline only,Households with mobile only,"households with tv,computer,laptop,telephone,mobile phone,scooter and car",Households with television,Households with mobile phone,Households with telephone and mobile phone both,Occupied houses - Dilapidated,Households with kitchen inside house,Households with bathing facility,Owned households,Rented households,Households using uncovered well water for drinking,Households using handpump/tubewell/borewell for drinking water,Households using spring water for drinking,Households using river/canal water for drinking,Households with drinking water from spring/river/canal/tank/pond/lake/other sources,Househlds with drinking water near house,Households with drinking water source within premises,Households using pond/lake water for drinking,Households using tapwater for drinking,Households with tubewell/borehole for drinking water,Household size: 1 person,Household size: 2 persons,Household size: 1-2 persons,Household size: 3 persons,Household size: 3-5 persons,Household size: 4 persons,Household size: 5 persons,Household size: 6-8 persons,Household size: 9+ persons,Households with drinking water away from house,sex ratio,Literacy rate
320,Mizoram,Lunglei,23.007717036172675,92.63512555425892,161428,82891,78537,121122,64515,56607,178,125,53,153533,77180,76353,78292,46230,32062,62013,16279,83136,45439,10662,813,21378,5231,1290,127124,74,27543,93,5,68,14037,26394,482,3725,21479,17315,38794,22181,8503,5509,100250,39690,21424,1020,1982,12944,3706,435,19185,1814,15871,21471,1851,837,32180,22896,24286,7832,409,409,8794,3404,13706,15370,9906,490,17757,249,1683,2777,4460,4010,16569,5783,6776,9832,1756,7341,0.9474731876802065,75.03159303218773
321,Mizoram,Mamit,23.73852942502819,92.4330803833147,86364,44828,41536,60191,32977,27214,51,42,9,82080,42075,40005,39339,24016,15323,36185,3154,47025,28669,2553,262,7855,2989,1782,69104,13,12328,25,19,104,4010,12158,90,1073,16726,4129,20855,9328,3180,1771,55914,20082,10318,550,565,5255,1619,120,9444,388,6263,10031,467,865,16720,8945,13786,2921,508,132,6265,2369,12050,10464,2372,388,4404,22,1037,1446,2483,2351,8670,3048,3271,5166,885,4368,0.9265637547961095,69.69454865453199
322,Mizoram,Saiha,22.35744801061008,93.02827931034489,56574,28594,27980,42233,21861,20372,83,52,31,54642,27226,27416,19461,12211,7250,14694,4767,37113,8908,957,313,9283,933,514,54977,11,102,4,2,31,4783,7400,168,1194,7043,5784,12827,8422,3628,2204,37127,12784,6636,143,507,2359,337,288,4977,322,4797,5856,591,439,10721,7587,7767,2970,921,217,1271,633,2217,4699,2381,230,7068,135,407,835,1242,1279,4996,1728,1989,3809,867,3834,0.9785269636986781,74.650899706579
323,Mizoram,Serchhip,23.263864705882344,92.914158496732,64937,32851,32086,54476,27598,26878,32,20,12,62889,31381,31508,32397,18261,14136,29838,2559,32540,21804,1284,926,8383,991,335,63444,6,60,9,35,57,5511,12315,131,987,7472,8018,15490,8771,2915,2128,39568,15894,9404,482,702,3150,1723,105,9139,492,7043,10185,941,991,12448,11822,9272,3113,142,173,3204,186,3674,6894,3737,214,8459,4,713,996,1709,1480,5948,2111,2357,3988,935,1949,0.976713037654866,83.89054006190617
324,Nagaland,Dimapur,25.814176811594223,93.75074057971014,378811,197394,181417,278037,150142,127895,0,0,0,223989,110892,113097,151350,99645,51705,122358,28992,227461,24517,8990,5073,112770,108900,31212,234239,566,1270,2148,157,319,42378,71413,3303,12077,49116,62853,111969,34539,26712,27532,243392,98601,36618,18820,10008,15788,10821,2112,53082,6070,50453,60055,4861,2012,68601,69407,36263,33254,27068,24735,834,1033,4462,17929,51177,1034,10539,16544,3846,7781,11627,11301,40012,15072,13639,21726,3367,7626,0.9190603564444715,73.39728782955089
325,Nagaland,Kohima,25.60311428571428,93.78600657596373,267988,138966,129022,197489,107038,90451,0,0,0,224738,110617,114121,114825,68140,46685,99408,15417,153163,44684,2198,2072,65871,25496,4384,234955,998,1519,80,335,221,20712,50724,1928,7982,31845,44255,76100,21654,19855,23439,173701,68485,25557,1472,8428,20803,2011,487,36160,4116,29077,38531,1884,650,47525,43001,30993,19010,7386,737,2902,642,13663,22483,13645,6403,25045,602,4045,5281,9326,6521,22915,8262,8132,16961,2934,16008,0.9284429284861045,73.69322506977925
326,Nagaland,Mokokchung,26.478911764705888,94.522426006192,194622,101092,93530,159494,83479,76015,0,0,0,178431,90567,87864,100067,57084,42983,81046,19021,94555,48925,9166,3798,38178,9840,2057,181847,78,442,66,6,286,7236,40154,537,2728,37536,17742,55278,20259,13077,10299,111243,52853,30363,2132,3805,11753,5184,628,20356,1101,20192,22667,1683,247,41054,41293,31404,8870,4046,180,2388,1162,12265,21415,10166,7601,24062,164,2512,4144,6656,5376,21336,7755,8205,13619,733,10763,0.9251968503937008,81.95065306080505
327,Nagaland,Mon,26.69207374301676,95.03072988826828,250260,131753,118507,119626,67432,52194,0,0,0,238285,124343,113942,147654,79425,68229,104981,42673,102606,113473,10836,1608,21737,8102,3444,236494,84,1256,314,1,565,1080,14398,178,2844,43607,7415,51022,37431,3565,1772,168773,53600,27437,2148,1007,6509,1571,235,12301,233,5647,13012,476,816,39573,28073,36498,3623,8701,111,5527,1610,10259,18725,8005,2075,20867,58,1076,1939,3015,3117,13754,4803,5834,20409,4169,14617,0.8994633898279356,47.80068728522337
328,Nagaland,Phek,25.63272986577182,94.56814563758392,163418,83743,79675,105893,57926,47967,0,0,0,157146,79536,77610,80277,41556,38721,63645,16632,83141,55091,3159,1275,20752,3563,950,158224,31,350,17,198,85,2073,36182,170,1558,38903,7295,46198,22494,7268,5926,108514,37842,16969,549,1780,9557,838,362,15543,406,9553,17005,1100,793,33713,29897,30943,4878,1364,163,1761,119,4149,23707,6764,1894,31634,156,3925,5097,9022,5665,16854,5810,5379,10753,1262,7420,0.9514228054882199,64.79885936677722
329,Nagaland,Tuensang,26.21104453280316,94.85809880715708,196596,101933,94663,117511,63653,53858,0,0,0,190916,98212,92704,98154,52931,45223,73518,24636,98442,75212,3913,1104,17925,2979,1052,191864,27,572,5,1,96,773,24998,155,2251,40690,9451,50141,29602,6008,2760,134573,43210,18762,355,1063,6436,738,300,13037,208,7687,13878,541,1315,36817,30295,33861,4402,5921,10,309,296,3041,17195,9252,2027,28436,5,1266,2726,3992,4022,15138,5246,5870,17278,2579,12540,0.9286786418529819,59.77283362835459
330,Nagaland,Wokha,26.202611551155112,94.1990815181518,166343,84505,81838,128208,67385,60823,0,0,0,156621,78816,77805,78412,42096,36316,63512,14900,87931,47473,6438,1965,22536,5605,2043,158236,34,318,8,20,79,3228,25268,198,1757,38499,8170,46669,15865,10223,8030,106951,40510,18811,2907,1592,13543,1713,400,13898,429,10923,14850,552,287,31060,29411,28312,3203,10151,475,3460,1542,12121,12659,4293,6237,8234,225,1354,2349,3703,3266,13080,4549,5265,15026,1460,16317,0.9684397372936513,77.07447863751405
331,Nagaland,Zunheboto,26.028178205128206,94.50026666666668,140757,71217,69540,102881,53504,49377,0,0,0,136561,68071,68490,79466,41178,38288,49382,30084,61291,44723,11955,2025,20763,2580,772,136995,39,286,6,2,77,1433,28846,261,2008,31267,6044,37311,16523,8821,5560,91709,32267,16730,713,2258,7899,1033,357,14194,424,9954,15491,940,442,27313,26285,25713,3712,3079,108,2908,110,8042,15352,5742,4694,18102,107,1491,2702,4193,3343,12086,4185,4558,12308,1746,9239,0.9764522515691478,73.09121393607423
332,Orissa,Baleshwar,21.48570932311624,87.08085828011933,2320529,1185787,1134742,1621232,902359,718873,478586,243597,234989,275678,137748,137930,932707,684020,248687,618064,314643,1387822,288818,358214,28736,256939,2197709,94254,6434,237,111,201,18345,3238,36478,296834,7370,28289,601154,82440,683594,342192,112392,105962,1303828,622575,390611,365510,8591,41966,75401,15504,227957,7571,161266,256167,12706,58731,326787,99843,502635,15734,12110,420751,1444,3098,20566,162647,208631,7253,71889,78155,20029,54495,74524,93038,332079,138110,100931,103304,19500,158129,0.9569526398923247,69.8647592854905
333,Orissa,Bhadrak,20.95262735257214,86.81496204516931,1506337,760260,746077,1094140,596269,497871,334896,168687,166209,30428,15361,15067,468599,409559,59040,328097,140502,1037738,155956,151377,14451,146815,1398543,104202,745,169,81,111,61,2425,15864,164636,2637,15609,373862,54244,428106,210736,71815,67536,848660,393629,260486,184434,3670,51374,34791,6947,152222,3134,86821,165031,5862,27106,190084,58614,296688,8307,3606,284168,15,846,7148,107092,108838,2171,13097,48040,7351,21650,29001,39097,172525,68331,65097,86164,21837,93597,0.9813445400257806,72.635804604149
334,Orissa,Cuttack,20.407640646029623,85.7776810228802,2624470,1352760,1271710,2011469,1103033,908436,498633,254456,244177,93745,47437,46308,936365,761876,174489,696274,240091,1688105,138698,248298,51809,497560,2457729,141263,11985,1026,6276,1180,168,4843,103177,349587,15046,40589,579529,210768,790297,289414,159456,181601,1372301,743090,499895,391982,15494,101749,132934,15390,258129,23064,236867,298570,25051,51919,430691,189715,494043,58873,113881,303301,1196,4366,12531,189955,236109,1297,123194,129190,18775,53566,72341,96445,358552,149191,112916,111395,24543,140767,0.9400854549217895,76.64286503560719
335,Orissa,Dhenkanal,20.79887159353349,85.53226836027711,1192811,612593,580218,829910,464093,365817,234079,118755,115324,162056,80878,81178,435533,340552,94981,277338,158195,757278,71230,163636,17312,183355,1185542,4805,727,124,366,39,139,1069,19846,117172,1810,10600,315390,36979,352369,188872,53162,43064,641697,326233,222398,159449,3533,23281,36224,3472,88778,3383,66148,98136,5886,31143,227629,43089,263641,9666,136741,97504,6084,9934,19216,96086,54498,1476,17395,62796,9130,33871,43001,49097,176751,72187,55467,52484,6134,127786,0.9471508815804294,69.57598479557952
336,Orissa,Gajapati,19.121080882352945,84.14015091911759,577817,282882,294935,262537,153663,108874,39175,19037,20138,313714,151902,161812,293933,155907,138026,170371,123562,283884,65062,153199,5370,70302,353160,1556,219482,53,2180,66,4,1316,12035,63112,635,5523,152095,23050,175145,68405,17084,12556,345387,144043,85072,28704,656,5245,8521,1791,31087,871,23672,34820,1942,7448,113338,21818,119272,7161,38840,43514,10657,3098,14573,68293,12927,555,27133,21718,6623,14473,21096,18351,69329,26757,24221,32974,5419,47598,1.0426078718334852,45.436011747664054
337,Orissa,Ganjam,19.2632617564534,84.80297710437702,3529031,1779218,1749813,2210050,1262652,947398,688235,342111,346124,118928,59172,59756,1501772,990027,511745,900744,601028,2027259,284943,565448,56274,595107,3486059,13315,23975,590,174,170,76,4672,120191,405298,9049,41059,795476,219918,1015394,518072,121151,97147,1980232,924756,613249,369914,9066,47866,100866,14496,335644,15361,257515,368877,18737,65239,622010,170397,672524,74534,182877,318506,3510,17577,35922,360704,140804,11414,196326,172552,29401,71997,101398,100085,429102,166690,162327,187270,39124,255386,0.9834730763740025,62.62483950976912
338,Orissa,Jharsuguda,21.827058566978184,83.93581682242987,579505,296690,282815,405879,228092,177787,104620,52580,52040,176758,88273,88485,247707,172018,75689,172069,75638,331798,40867,56809,15836,134195,553587,12783,10462,1441,80,70,67,1015,18950,81433,2498,7555,103224,73962,177186,69122,32909,22010,320156,159477,98555,102328,3966,7135,32916,2216,59416,4526,57831,65742,4110,7804,125891,34457,107762,21243,27417,76358,538,435,2907,57057,34670,1282,24394,41543,6646,16582,23228,24085,81687,33104,24498,26277,3432,42897,0.9532340153021672,70.03891252016807
339,Orissa,Kalahandi,19.784253092783523,83.1124043814433,1576869,787101,789768,802036,484177,317859,286580,142133,144447,449456,221171,228285,751930,447290,304640,376757,375173,824939,144991,436733,18453,151753,1555367,4975,11160,796,175,1225,220,2951,17610,91171,1953,12622,456336,38412,494748,213426,40383,27385,880160,415778,275533,226852,3547,36291,34156,3469,88061,2825,58571,95057,3527,37486,385893,43839,382053,10876,27010,332445,6036,10592,18970,208591,34340,1580,19264,71395,19666,75066,94732,80742,238726,89124,68860,66964,4392,161883,1.0033883834476134,50.86256372596583
340,Orissa,Kandhamal,20.092878624813142,84.02216352765326,733110,359945,373165,399786,233900,165886,115544,56987,58557,392820,190506,202314,355349,193515,161834,167112,188237,377761,79221,162932,11946,101250,580300,2138,148895,82,290,47,23,1335,6938,28736,768,6609,218446,24489,242935,108606,21351,14962,436625,177471,117777,66979,1278,24424,11947,2556,31279,1182,19477,37068,3233,11372,146761,16664,156795,9613,72948,53314,19568,4276,32206,72567,16935,5038,8309,15761,9480,24120,33600,29073,92241,33620,29548,41443,4720,82502,1.0367278334189947,54.53288046814257
341,Orissa,Kendrapara,20.606319815982264,86.83763247572003,1440361,717814,722547,1089265,579970,509295,309780,155531,154249,9484,4748,4736,466890,386382,80508,322265,144625,973471,149264,143864,16544,157218,1386792,50247,1423,169,62,52,24,1592,15879,173107,1628,11836,414749,23494,438243,218444,76449,75926,771284,374559,290894,189402,2686,57287,37980,4759,162310,2095,96234,172218,5149,24676,192470,53594,318778,5112,19468,272980,23,2531,5098,139858,57321,791,26190,78721,10236,29344,39580,49886,196212,78649,67677,76547,15066,130226,1.0065936301047347,75.62444414976524
342,Orissa,Khordha,20.054162322274863,85.52234834123229,2251673,1167137,1084536,1749936,957515,792421,297472,151528,145944,115051,59094,55957,792193,645880,146313,632625,159568,1459480,92662,116274,39471,543786,2147632,84060,12527,1264,475,476,434,4805,160277,349860,35701,75588,331834,356895,688729,276378,177974,247498,1199521,653346,391701,325139,33514,87424,165342,16692,271314,56193,253754,324544,36538,33554,402397,230931,361364,102422,139440,167624,445,1916,9962,149118,230972,3174,147354,102035,18058,44580,62638,84648,306708,128638,93422,96982,23308,109546,0.9292276742147666,77.7171463174271
343,Orissa,Koraput,18.82627794779476,82.81278469846964,1379647,678809,700838,568090,340843,227247,196540,96789,99751,697583,337373,360210,693406,384053,309353,396460,296946,686241,207194,290626,14416,181170,1294151,8850,68550,518,219,491,3384,3484,39631,85766,3988,17294,381789,78339,460128,158847,32257,29000,818578,348803,207206,112569,6922,36148,37192,4832,72881,6604,60021,87649,9936,18233,295520,74594,294487,30413,34361,203233,30968,7286,40789,172539,46292,1783,53017,74178,24598,56868,81466,56195,183550,68441,58914,67257,5932,119374,1.0324524277079414,41.17647485190052
344,Orissa,Malkangiri,18.25227930367506,81.98293636363628,613192,303624,309568,244706,147001,97705,138295,70052,68243,354614,171717,182897,310666,170495,140171,179030,131636,302526,151260,106353,7725,45328,600219,1871,10039,213,43,195,35,577,4738,24604,448,3908,167884,15839,183723,60913,8487,5585,381913,146355,83284,62048,820,18860,10535,766,25105,578,16397,26853,982,10287,113176,14559,128850,5901,5834,109087,9717,1826,12944,78733,7862,913,8613,15899,6373,17237,23610,21796,76786,28031,26959,34167,2887,50855,1.0195768450451874,39.906913332202635
345,Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,2519738,1256213,1263525,1369397,794171,575226,184682,92127,92555,1479576,730487,749089,1223534,697782,525752,548390,675144,1296204,238772,568755,113808,302199,2113079,33706,15008,661,162,109,351714,5299,29031,140189,2950,17999,689110,64479,753589,283489,92060,72847,1449729,650135,414076,418435,6279,74035,62502,6698,151621,4642,83167,166662,8343,50298,499979,61298,559038,17104,203853,292400,17356,14014,37882,236825,96329,2987,37517,98896,32205,71256,103461,97992,341257,136689,106576,126527,16403,254494,1.0058206689470655,54.34680113567363
346,Orissa,Nayagarh,20.192895622119817,85.05614700460825,962789,502636,460153,688362,392333,296029,136399,69813,66586,58691,29173,29518,343633,284591,59042,229076,114557,619156,83022,120129,17557,122925,955754,5278,383,107,33,24,12,1198,11159,124984,1163,8278,261646,26688,288334,174904,36951,33148,502136,262086,196994,141578,2270,15421,24290,3710,81278,1529,50425,88288,3300,27292,156951,30424,219723,7144,74303,109314,720,3326,5901,131308,27799,929,32053,66154,6935,27065,34000,41202,151006,63815,45989,40150,5812,71861,0.9154795915931211,71.49666230087797
347,Orissa,Nuapada,20.471309512195116,82.59152536585364,610382,301962,308420,299383,180903,118480,82159,40742,41417,206327,100469,105858,305438,168155,137283,151694,153744,304944,94692,149834,8641,52271,601092,4952,1778,724,76,905,22,833,6414,43976,757,4221,197258,11869,209127,64389,19577,10131,344075,152681,112325,107595,1346,16882,12482,1254,36291,1029,21975,38600,1055,7854,150673,15564,152129,3851,11382,123116,1195,5110,7325,86403,11802,770,16217,19366,6701,27054,33755,30196,94057,35145,28716,29939,2196,61742,1.0213867970141939,49.048464731921975
348,Orissa,Puri,19.83509174603177,85.86698989898981,1698730,865380,833350,1291939,704857,587082,325133,164366,160767,6129,3240,2889,621676,498461,123215,450536,171140,1077054,172761,163942,25115,259858,1644905,46094,4239,193,243,94,302,2660,33331,201605,3416,16006,402014,72210,474224,251520,84374,87000,888134,477430,328666,244309,4693,51221,57033,7427,161039,4984,118112,178144,9678,38498,235879,83906,343935,17603,25719,277955,68,9700,27889,119440,123180,13210,34363,74251,8976,29831,38807,58018,231885,95123,78744,81794,16996,126862,0.9629873581547991,76.05322799974098
349,Orissa,Rayagada,19.292840020060204,83.45860120361095,967911,471960,495951,407735,241959,165776,139514,68068,71446,541905,259040,282865,467122,258032,209090,227815,239307,500789,99265,248175,9959,109723,874445,4607,84916,219,249,123,44,3308,24924,61543,1553,9166,237343,49205,286548,84956,21439,17681,577569,245766,140825,80566,2090,11774,19440,3016,48672,2465,42998,56834,5146,12391,206721,38841,201492,17683,12832,147814,13711,4451,19823,125025,26498,645,41952,53070,13929,31430,45359,36916,124357,47122,40319,50421,5827,74441,1.0508326976862445,42.125257384201646
350,Orissa,Sambalpur,21.515752380952385,84.34958483245157,1041099,526877,514222,703691,393192,310499,191827,96511,95316,355261,177565,177696,505840,313161,192679,336854,168986,535259,86800,160798,59288,198954,964188,20120,50637,2506,310,86,1117,2135,33612,126498,5231,14521,220697,94798,315495,133005,50705,45828,565700,286575,186726,176565,5946,18670,47662,4343,91751,8681,91058,104722,8628,17479,230568,56306,212516,27844,39884,134592,1427,3968,9218,116059,57438,2190,60077,62261,12690,32844,45534,45909,152584,61507,45168,45780,4931,75332,0.9759811113409771,67.59117048426711
351,Orissa,Sundargarh,22.06354819277107,84.50524819277099,2093437,1061147,1032290,1342322,750147,592175,191660,96465,95195,1062349,526856,535493,873227,584687,288540,535112,338115,1220210,184273,253327,26970,408657,1532352,71391,385011,5713,710,721,89986,7553,77581,223537,12787,35024,387911,230151,618062,208100,120373,94710,1188918,573238,324436,341323,14641,58867,102703,9691,191015,20964,164585,214427,13721,25108,444791,139057,356607,73640,83919,264763,10997,5288,20366,192348,118116,2333,93762,103204,22086,55307,77393,81425,278223,110866,85932,102594,15083,162829,0.9728058412265219,64.12048702683673
352,Puducherry,Karaikal,10.876161726078813,79.82369793621002,200222,97809,102413,154916,79903,75013,35348,17206,18142,0,0,0,68301,53139,15162,58342,9959,131921,2372,13077,1327,51525,152638,28835,18391,46,63,54,14,181,28366,47880,1868,4870,35618,33715,69333,18943,15930,18998,102333,60089,37434,27503,2550,18161,19793,2218,29352,3646,38869,38555,6985,816,46796,34908,33788,12831,81,4236,28,3,290,18664,30082,2,45373,1788,2894,5828,8722,9084,33606,15087,9435,6876,864,1322,1.047071332903925,77.3721169501853
